DATE,SITE_TYPE,SITE_NUMBER,SITE_ID,SPECIES_CODE,PERCENT_PLANT_IN_PLOT,CANOPY_DIA_1_CM,CANOPY_DIA_2_CM,PLANT_HT_CM,HT_TO_TALLEST_BUDSCAR_CM,MICROPLOT_ID,NUMBER_STEMS_IN_MICROPLOT,PERCENT_DEAD,GENUS
2013-08-08T00:00:00Z,WC,6,WC6,SAMO,15,130,90,160,140,S,1,20,willow
2013-08-08T00:00:00Z,WC,6,WC6,SAPL,40,110,65,115,75,S,8,40,willow
2013-07-31T00:00:00Z,WC,7,WC7,DAFR,95,110,70,85,80,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,DAFR,100,40,30,50,45,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,DAFR,100,50,40,35,30,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,ROWO,100,55,25,50,50,NA,NA,0,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,ROWO,100,75,20,50,50,NA,NA,0,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,ROWO,50,40,20,50,45,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,ROWO,100,50,30,35,30,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,ROWO,100,85,40,55,50,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,ROWO,100,55,25,30,30,NA,NA,0,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,ROWO,100,65,30,45,40,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,ROWO,100,70,40,35,30,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,ROWO,100,55,35,30,30,NA,NA,0,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,ROWO,100,60,20,30,30,NA,NA,0,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,ROWO,100,80,35,35,35,NA,NA,0,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,ROWO,100,80,30,35,35,NA,NA,0,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,ROWO,100,65,50,25,25,NA,NA,0,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,ROWO,100,35,15,35,35,NA,NA,0,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,ROWO,100,90,30,30,30,NA,NA,0,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,ROWO,100,15,10,45,40,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,ROWO,100,30,15,35,35,NA,NA,0,nonwillow
2013-07-31T00:00:00Z,WC,7,WC7,SAMO,50,250,240,160,150,E,15,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,DAFR,100,35,30,50,40,NA,NA,10,nonwillow
2013-08-06T00:00:00Z,WC,8,WC8,DAFR,50,40,30,60,55,NA,NA,5,nonwillow
2013-08-06T00:00:00Z,WC,8,WC8,DAFR,100,25,10,40,35,NA,NA,5,nonwillow
2013-08-06T00:00:00Z,WC,8,WC8,DAFR,40,20,15,35,25,NA,NA,10,nonwillow
2013-08-06T00:00:00Z,WC,8,WC8,DAFR,100,20,15,30,25,NA,NA,5,nonwillow
2013-08-06T00:00:00Z,WC,8,WC8,DAFR,100,15,10,25,25,NA,NA,0,nonwillow
2013-08-06T00:00:00Z,WC,8,WC8,DAFR,100,30,15,20,10,NA,NA,10,nonwillow
2013-08-06T00:00:00Z,WC,8,WC8,DAFR,100,45,40,30,10,NA,NA,20,nonwillow
2013-08-06T00:00:00Z,WC,8,WC8,DAFR,50,40,15,65,55,NA,NA,10,nonwillow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,60,45,125,105,E,4,20,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,50,10,100,80,E,4,20,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,50,35,85,75,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,25,10,60,10,NA,NA,50,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,15,10,55,45,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,55,30,85,75,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,70,50,75,60,NA,NA,15,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,40,35,70,50,NA,NA,20,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,70,35,85,80,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,40,20,40,35,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,20,10,45,35,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,25,20,60,55,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,75,25,15,50,30,NA,NA,20,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,50,25,20,50,10,W,2,40,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,15,10,30,20,W,4,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,20,50,40,60,45,NA,NA,15,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,25,10,60,45,NA,NA,15,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,50,25,105,95,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,45,15,70,60,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,45,25,75,10,NA,NA,65,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,30,15,80,70,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,15,40,30,35,25,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,20,20,90,65,NA,NA,25,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,100,110,100,110,90,NA,NA,20,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,20,60,55,105,85,NA,NA,20,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,95,25,15,65,70,S,1,-5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAGE,15,120,55,150,130,S,2,20,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,45,20,60,55,E,3,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,35,10,70,60,E,2,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,100,65,100,95,E,18,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,40,40,80,65,E,4,15,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,50,20,50,40,E,3,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,40,20,70,60,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,30,25,75,65,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,65,25,80,75,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,60,85,70,65,50,NA,NA,15,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,25,20,75,60,NA,NA,15,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,20,10,75,55,NA,NA,20,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,35,10,75,65,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,75,55,95,90,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,75,50,70,65,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,40,25,50,40,N,5,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,30,20,30,20,N,6,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,40,15,35,25,N,5,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,20,15,40,10,N,2,30,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,40,20,65,60,N,3,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,45,35,60,50,N,6,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,15,15,35,30,N,4,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,45,15,35,25,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,45,10,40,35,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,20,20,35,30,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,25,15,30,25,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,15,15,25,20,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,35,145,80,75,70,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,60,60,60,55,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,95,45,35,50,45,W,4,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,20,15,40,35,W,5,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,30,20,40,10,W,3,30,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,20,40,40,50,35,W,2,15,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,95,40,30,50,20,W,12,30,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,40,30,45,10,W,4,35,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,25,15,20,5,W,3,15,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,30,25,60,55,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,70,30,90,85,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,45,30,50,40,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,60,55,75,70,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,120,110,90,75,NA,NA,15,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,45,45,95,75,NA,NA,20,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,40,50,25,90,70,NA,NA,20,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,35,20,60,40,NA,NA,20,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAMO,100,170,100,105,95,S,35,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAPL,100,15,10,40,35,N,1,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAPL,100,30,15,45,40,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAPL,100,20,15,20,10,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAPL,100,55,30,70,65,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAPL,100,35,30,95,85,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,8,WC8,SAPL,60,35,20,55,45,NA,NA,10,willow
2013-08-09T00:00:00Z,WC,9,WC9,DAFR,100,10,25,40,15,NA,NA,25,nonwillow
2013-08-09T00:00:00Z,WC,9,WC9,DAFR,100,50,45,55,50,NA,NA,5,nonwillow
2013-08-09T00:00:00Z,WC,9,WC9,DAFR,100,70,55,75,65,NA,NA,10,nonwillow
2013-08-09T00:00:00Z,WC,9,WC9,DAFR,100,50,35,80,70,NA,NA,10,nonwillow
2013-08-09T00:00:00Z,WC,9,WC9,SABE,5,70,55,165,155,S,3,10,willow
2013-08-09T00:00:00Z,WC,9,WC9,SABE,1,85,50,125,115,S,1,10,willow
2013-08-09T00:00:00Z,WC,9,WC9,SABE,100,155,95,125,105,S,11,20,willow
2013-08-09T00:00:00Z,WC,9,WC9,SABE,10,200,140,175,165,NA,NA,10,willow
2013-08-09T00:00:00Z,WC,9,WC9,SABE,100,75,55,125,115,NA,NA,10,willow
2013-08-09T00:00:00Z,WC,9,WC9,SAGE,1,320,270,300,290,E,1,10,willow
2013-08-09T00:00:00Z,WC,9,WC9,SAMO,100,45,25,110,105,S,1,5,willow
2013-08-09T00:00:00Z,WC,9,WC9,SAMO,100,40,30,130,115,NA,NA,15,willow
2013-08-09T00:00:00Z,WC,9,WC9,SAMO,20,250,190,260,230,E,1,30,willow
2013-08-09T00:00:00Z,WC,9,WC9,SAMO,90,105,100,120,110,NA,NA,10,willow
2013-08-09T00:00:00Z,WC,9,WC9,SAMO,100,115,100,125,115,W,1,10,willow
2013-08-09T00:00:00Z,WC,9,WC9,SAMO,100,150,145,170,150,NA,NA,20,willow
2013-08-09T00:00:00Z,WC,9,WC9,SAPL,50,120,105,200,175,E,6,25,willow
2013-08-09T00:00:00Z,WC,9,WC9,SAPL,90,90,75,120,105,E,14,15,willow
2013-08-09T00:00:00Z,WC,9,WC9,SAPL,95,220,215,210,195,N,100,15,willow
2013-08-09T00:00:00Z,WC,9,WC9,SAPL,50,35,10,60,55,W,1,5,willow
2013-08-09T00:00:00Z,WC,9,WC9,SAPL,100,65,55,80,70,NA,NA,10,willow
2013-06-26T00:00:00Z,WC,10,WC10,SAGE,100,275,175,250,250,NA,NA,0,willow
2013-06-26T00:00:00Z,WC,10,WC10,SAMO,30,270,330,260,255,S,20,5,willow
2013-06-26T00:00:00Z,WC,10,WC10,SAMO,100,265,170,190,160,N,20,30,willow
2013-06-26T00:00:00Z,WC,10,WC10,SAPL,50,380,320,270,260,W,50,10,willow
2013-06-26T00:00:00Z,WC,10,WC10,SAPL,50,410,350,230,225,N,10,5,willow
2013-06-26T00:00:00Z,WC,10,WC10,SAPL,20,160,120,140,135,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,ALIN,5,300,280,375,335,NA,NA,40,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,50,30,5,15,10,NA,NA,5,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,5,5,5,0,NA,NA,5,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,5,5,5,5,NA,NA,0,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,5,5,5,5,NA,NA,0,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,5,5,10,5,NA,NA,5,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,15,5,5,5,NA,NA,0,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,90,50,30,25,25,NA,NA,0,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,5,5,10,10,NA,NA,0,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,5,5,5,0,NA,NA,5,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,15,15,20,0,NA,NA,20,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,40,35,45,40,NA,NA,5,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,15,5,10,0,NA,NA,10,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,30,15,15,5,NA,NA,10,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,20,15,25,25,NA,NA,0,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,15,10,15,15,NA,NA,0,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,20,10,15,15,NA,NA,0,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,45,30,40,35,NA,NA,5,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,35,35,60,55,NA,NA,5,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,15,25,20,15,NA,NA,5,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,20,10,15,15,NA,NA,0,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,15,10,15,15,NA,NA,0,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,25,10,35,25,NA,NA,10,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,5,5,5,5,NA,NA,0,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,10,10,15,15,NA,NA,0,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,20,5,10,5,NA,NA,5,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,20,10,25,15,NA,NA,10,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,15,10,30,10,NA,NA,20,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,25,10,15,15,NA,NA,0,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,20,10,20,20,NA,NA,0,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,45,30,45,40,NA,NA,5,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,20,15,40,15,NA,NA,25,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,15,20,40,30,NA,NA,10,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,60,25,55,45,NA,NA,10,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,50,20,15,35,25,NA,NA,10,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,25,15,25,25,NA,NA,0,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,95,35,20,40,35,W,5,5,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,DAFR,100,15,10,20,15,NA,NA,5,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,POAN,100,20,15,20,15,NA,NA,5,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,POTR,100,20,15,75,65,NA,NA,10,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,POTR,100,5,5,15,15,NA,NA,0,nonwillow
2013-08-02T00:00:00Z,WC,11,WC11,SABE,100,30,20,25,20,E,1,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SABE,100,35,25,50,40,NA,NA,10,willow
