DATE,SITE_TYPE,SITE_NUMBER,SITE_ID,SPECIES_CODE,SHRUB_INTERCEPT_START_M,SHRUB_INTERCEPT_STOP_M,MAX_HEIGHT_CM,DEAD,BROWSED,INTERCEPT_LENGTH_M,GENUS
2008-10-28T00:00:00Z,WC,31,WC31,DAFR,1.6,2,50,N,NA,0.3999999999999999,nonwillow
2008-10-28T00:00:00Z,WC,31,WC31,DAFR,2.3,2.8,45,NA,NA,0.5,nonwillow
2008-10-28T00:00:00Z,WC,31,WC31,SAMO,0.7,1,50,N,Y,0.30000000000000004,willow
2008-10-28T00:00:00Z,WC,31,WC31,SAMO,5.2,5.4,15,Y,Y,0.20000000000000018,willow
2008-10-28T00:00:00Z,WC,32,WC32,SAMO,0,0.9,150,NA,NA,0.9,willow
2008-10-28T00:00:00Z,WC,33,WC33,BEOC,5,5.66,535,NA,NA,0.6600000000000001,nonwillow
2008-10-28T00:00:00Z,WC,33,WC33,SAGE,3,3.8,235,N,Y,0.7999999999999998,willow
2008-10-28T00:00:00Z,WC,33,WC33,SAMO,0.7,1.2,135,N,Y,0.5,willow
2008-10-28T00:00:00Z,WC,33,WC33,SAMO,1.4,1.6,100,N,Y,0.20000000000000018,willow
2008-10-28T00:00:00Z,WC,34,WC34,DAFR,1.9,2.6,90,NA,NA,0.7000000000000002,nonwillow
2008-10-28T00:00:00Z,WC,34,WC34,DAFR,4.6,5.6,110,NA,NA,1,nonwillow
2008-11-04T00:00:00Z,WC,35,WC35,DAFR,0.7,1,40,NA,NA,0.30000000000000004,nonwillow
2008-11-04T00:00:00Z,WC,35,WC35,DAFR,2.5,2.7,40,NA,NA,0.20000000000000018,nonwillow
2008-11-04T00:00:00Z,WC,35,WC35,DAFR,3.5,4.1,60,NA,NA,0.5999999999999996,nonwillow
2008-11-04T00:00:00Z,WC,35,WC35,DAFR,4.9,5.1,35,NA,NA,0.1999999999999993,nonwillow
2008-11-04T00:00:00Z,WC,35,WC35,SAMO,4.5,4.7,40,Y,NA,0.20000000000000018,willow
2008-11-06T00:00:00Z,WC,36,WC36,DAFR,2.7,2.9,45,N,NA,0.19999999999999973,nonwillow
2008-11-04T00:00:00Z,WC,37,WC37,DAFR,0,0.6,100,NA,NA,0.6,nonwillow
2008-11-04T00:00:00Z,WC,37,WC37,DAFR,0.4,0.8,80,NA,NA,0.4,nonwillow
2008-11-04T00:00:00Z,WC,37,WC37,DAFR,0.9,1.5,90,NA,NA,0.6,nonwillow
2008-11-04T00:00:00Z,WC,37,WC37,SAMO,1,1.1,60,N,N,0.10000000000000009,willow
2008-11-04T00:00:00Z,WC,37,WC37,SAMO,2.1,2.4,45,N,Y,0.2999999999999998,willow
2008-11-05T00:00:00Z,WC,38,WC38,BEGL,3.7,4.1,55,NA,NA,0.39999999999999947,nonwillow
2008-11-05T00:00:00Z,WC,38,WC38,DAFR,0,0.5,50,NA,NA,0.5,nonwillow
2008-11-05T00:00:00Z,WC,38,WC38,DAFR,1.6,2.3,65,NA,NA,0.6999999999999997,nonwillow
2008-11-05T00:00:00Z,WC,38,WC38,DAFR,3.2,3.5,50,NA,NA,0.2999999999999998,nonwillow
2008-11-05T00:00:00Z,WC,38,WC38,DAFR,5.1,5.3,65,NA,NA,0.20000000000000018,nonwillow
2008-11-05T00:00:00Z,WC,38,WC38,SAMO,1.6,1.7,30,N,Y,0.09999999999999987,willow
2008-11-05T00:00:00Z,WC,38,WC38,SAMO,2,2.4,45,N,Y,0.3999999999999999,willow
2008-11-05T00:00:00Z,WC,39,WC39,SAMO,0,1.5,395,Y,Y,1.5,willow
2008-11-05T00:00:00Z,WC,39,WC39,SAMO,0.7,1,50,N,Y,0.30000000000000004,willow
2008-11-05T00:00:00Z,WC,39,WC39,SAMO,1.1,1.3,60,N,Y,0.19999999999999996,willow
2008-11-06T00:00:00Z,WC,40,WC40,SAMO,0.6,1,55,N,Y,0.4,willow
2008-11-06T00:00:00Z,WC,40,WC40,SAMO,1.1,1.4,65,N,Y,0.2999999999999998,willow
2008-11-06T00:00:00Z,WC,40,WC40,SAMO,1.5,1.6,50,N,Y,0.10000000000000009,willow
2008-11-06T00:00:00Z,WC,40,WC40,SAMO,1.6,1.85,70,N,Y,0.25,willow
2008-11-06T00:00:00Z,WC,41,WC41,SAMO,0.3,0.8,85,N,Y,0.5,willow
2008-11-06T00:00:00Z,WC,41,WC41,SAMO,1.4,2,80,NA,NA,0.6000000000000001,willow
2008-11-06T00:00:00Z,WC,42,WC42,SAMO,0.6,0.9,90,N,Y,0.30000000000000004,willow
2008-11-06T00:00:00Z,WC,42,WC42,SAMO,2.3,2.4,40,N,Y,0.10000000000000009,willow
2008-11-06T00:00:00Z,WC,42,WC42,SAMO,4.3,4.4,25,N,Y,0.10000000000000053,willow
2009-09-27T00:00:00Z,WC,43,WC43,NONE,NA,NA,NA,NA,NA,NA,NA
2008-11-07T00:00:00Z,WC,44,WC44,DAFR,2.9,3.3,40,NA,NA,0.3999999999999999,nonwillow
2008-11-07T00:00:00Z,WC,44,WC44,SAMO,4.2,4.5,50,N,Y,0.2999999999999998,willow
2008-11-07T00:00:00Z,WC,44,WC44,SAXX,0.1,0.3,25,Y,NA,0.19999999999999998,willow
2008-11-07T00:00:00Z,WC,44,WC44,SAXX,1.3,1.65,50,N,Y,0.34999999999999987,willow
2009-09-27T00:00:00Z,WC,45,WC45,ACGL,4.6,4.8,60,N,N,0.20000000000000018,nonwillow
2009-09-27T00:00:00Z,WC,45,WC45,ALIN,2.2,2.3,40,N,N,0.09999999999999964,nonwillow
2009-09-27T00:00:00Z,WC,45,WC45,DAFR,5,5.5,65,N,N,0.5,nonwillow
2009-09-27T00:00:00Z,WC,45,WC45,SAPL,0,1.1,125,N,Y,1.1,willow
2009-09-27T00:00:00Z,WC,45,WC45,SAPL,4.8,5,50,N,Y,0.20000000000000018,willow
2009-09-12T00:00:00Z,WC,46,WC46,NONE,NA,NA,NA,NA,NA,NA,NA
2009-09-12T00:00:00Z,WC,47,WC47,SAGE,1.5,2,170,N,Y,0.5,willow
2009-09-12T00:00:00Z,WC,47,WC47,SAMO,0,0.9,110,N,Y,0.9,willow
2009-09-12T00:00:00Z,WC,47,WC47,SAMO,3.1,5.1,185,N,Y,1.9999999999999996,willow
2009-09-12T00:00:00Z,WC,48,WC48,SAMO,1.1,1.4,60,N,N,0.2999999999999998,willow
2009-09-12T00:00:00Z,WC,48,WC48,SAMO,3.4,3.9,70,N,N,0.5,willow
2009-09-12T00:00:00Z,WC,48,WC48,SAMO,4.1,5.2,90,N,Y,1.1000000000000005,willow
2009-08-29T00:00:00Z,WC,49,WC49,NONE,NA,NA,NA,NA,NA,NA,NA
2009-09-27T00:00:00Z,WC,50,WC50,NONE,NA,NA,NA,NA,NA,NA,NA
2009-08-31T00:00:00Z,WC,51,WC51,NONE,NA,NA,NA,NA,NA,NA,NA
2009-09-15T00:00:00Z,WC,52,WC52,RIIN,0.71,0.88,90,60,N,0.17000000000000004,nonwillow
2009-09-15T00:00:00Z,WC,52,WC52,SAMO,0,0.6,275,40,Y,0.6,willow
2009-09-16T00:00:00Z,WC,53,WC53,SAPL,4.73,5.01,110,50,Y,0.27999999999999936,willow
2009-09-15T00:00:00Z,WC,54,WC54,BEOC,4.85,5.19,135,0,Y,0.34000000000000075,nonwillow
2009-09-15T00:00:00Z,WC,54,WC54,SABE,3.9,4.03,60,0,Y,0.13000000000000034,willow
2009-09-15T00:00:00Z,WC,54,WC54,SABE,5.38,5.56,90,90,Y,0.17999999999999972,willow
2009-09-16T00:00:00Z,WC,55,WC55,BEOC,0.75,0.82,75,0,N,0.06999999999999995,nonwillow
2009-09-16T00:00:00Z,WC,55,WC55,DAFR,1.92,2.61,89,0,N,0.69,nonwillow
2009-09-22T00:00:00Z,WC,56,WC56,DAFR,2.2,2.45,44,0,N,0.25,nonwillow
2009-09-22T00:00:00Z,WC,56,WC56,DAFR,4.04,4.09,77,0,N,0.04999999999999982,nonwillow
2009-09-22T00:00:00Z,WC,56,WC56,DAFR,4.5,4.63,63,30,N,0.1299999999999999,nonwillow
2009-09-22T00:00:00Z,WC,56,WC56,SABE,3.47,3.49,76,5,Y,0.020000000000000018,willow
2009-09-14T00:00:00Z,WC,57,WC57,DAFR,0.88,1.06,28,0,N,0.18000000000000005,nonwillow
2009-09-14T00:00:00Z,WC,57,WC57,DAFR,3.69,3.8,28,5,N,0.10999999999999988,nonwillow
2008-09-18T00:00:00Z,WNC,1,WNC1,SAPL,0.3,1.5,150,NA,Y,1.2,willow
2008-09-18T00:00:00Z,WNC,1,WNC1,SAPL,4.3,4.9,115,NA,Y,0.6000000000000005,willow
2008-09-18T00:00:00Z,WNC,2,WNC2,SAPL,0.5,1.3,185,NA,NA,0.8,willow
2008-09-18T00:00:00Z,WNC,2,WNC2,SAPL,3.4,4.2,160,NA,NA,0.8000000000000003,willow
2008-09-18T00:00:00Z,WNC,2,WNC2,SAPL,4.2,4.6,260,NA,NA,0.39999999999999947,willow
2008-09-18T00:00:00Z,WNC,2,WNC2,SAPL,4.3,5.66,270,NA,NA,1.3600000000000003,willow
2008-07-22T00:00:00Z,WNC,3,WNC3,SAMO,0.3,1.6,315,N,Y,1.3,willow
2008-07-22T00:00:00Z,WNC,3,WNC3,SAMO,3.5,5.66,383,N,Y,2.16,willow
2008-07-24T00:00:00Z,WNC,4,WNC4,SAGE,1.1,1.3,50,N,N,0.19999999999999996,willow
2008-07-24T00:00:00Z,WNC,5,WNC5,SAMO,4.3,5.66,370,N,Y,1.3600000000000003,willow
2008-07-24T00:00:00Z,WNC,5,WNC5,SAMO,4.6,4.9,120,N,N,0.3000000000000007,willow
2008-07-24T00:00:00Z,WNC,5,WNC5,SAMO,4.9,5.15,70,N,N,0.25,willow
2008-07-24T00:00:00Z,WNC,5,WNC5,SAPL,0,2.1,520,N,N,2.1,willow
2008-07-25T00:00:00Z,WNC,6,WNC6,SAMO,2.9,3.3,90,N,Y,0.3999999999999999,willow
2008-07-25T00:00:00Z,WNC,6,WNC6,SAMO,4.8,4.9,55,N,N,0.10000000000000053,willow
2008-08-06T00:00:00Z,WNC,7,WNC7,SAMO,0,0.3,120,N,Y,0.3,willow
2008-08-06T00:00:00Z,WNC,7,WNC7,SAMO,0.4,0.9,70,N,Y,0.5,willow
2008-08-04T00:00:00Z,WNC,8,WNC8,SAMO,0,0.15,120,N,Y,0.15,willow
2008-08-04T00:00:00Z,WNC,8,WNC8,SAMO,0.3,0.7,70,N,Y,0.39999999999999997,willow
2008-08-04T00:00:00Z,WNC,8,WNC8,SAMO,2.7,2.9,340,N,Y,0.19999999999999973,willow
2008-08-07T00:00:00Z,WNC,9,WNC9,SAMO,0.1,0.3,55,N,Y,0.19999999999999998,willow
2008-08-07T00:00:00Z,WNC,9,WNC9,SAMO,4.3,4.6,55,N,Y,0.2999999999999998,willow
2008-08-07T00:00:00Z,WNC,9,WNC9,SAMO,5,5.3,55,N,Y,0.2999999999999998,willow
2008-08-07T00:00:00Z,WNC,10,WNC10,SAGE,0.6,0.8,40,N,Y,0.20000000000000007,willow
2008-08-07T00:00:00Z,WNC,10,WNC10,SAMO,0.1,0.3,50,N,Y,0.19999999999999998,willow
2008-08-07T00:00:00Z,WNC,10,WNC10,SAMO,0.1,1.3,35,N,Y,1.2,willow
2008-08-07T00:00:00Z,WNC,10,WNC10,SAMO,1.9,2.1,30,N,Y,0.20000000000000018,willow
2008-08-07T00:00:00Z,WNC,10,WNC10,SAMO,3.5,3.6,40,N,Y,0.10000000000000009,willow
2008-08-14T00:00:00Z,WNC,11,WNC11,SAMO,5,5.2,80,N,Y,0.20000000000000018,willow
2008-08-14T00:00:00Z,WNC,12,WNC12,SALUC,2.2,2.6,70,N,Y,0.3999999999999999,willow
2008-08-14T00:00:00Z,WNC,12,WNC12,SALUC,3.3,3.5,90,N,Y,0.20000000000000018,willow
2008-08-14T00:00:00Z,WNC,12,WNC12,SAMO,0,1.4,155,N,Y,1.4,willow
2008-08-14T00:00:00Z,WNC,12,WNC12,SAMO,1.5,1.7,50,N,Y,0.19999999999999996,willow
2008-08-14T00:00:00Z,WNC,12,WNC12,SAMO,1.8,2,95,N,Y,0.19999999999999996,willow
2008-08-14T00:00:00Z,WNC,12,WNC12,SAMO,2.9,3.2,75,N,Y,0.30000000000000027,willow
2008-08-14T00:00:00Z,WNC,12,WNC12,SAMO,3.5,4.2,120,N,Y,0.7000000000000002,willow
2008-08-19T00:00:00Z,WNC,13,WNC13,SAMO,4.6,5.66,125,N,N,1.0600000000000005,willow
2008-08-18T00:00:00Z,WNC,14,WNC14,BEOC,2.4,2.5,55,N,Y,0.10000000000000009,nonwillow
2008-08-18T00:00:00Z,WNC,14,WNC14,SAGE,0,1.8,430,N,Y,1.8,willow
2008-08-18T00:00:00Z,WNC,14,WNC14,SAGE,3.5,5.66,455,N,Y,2.16,willow
2008-08-18T00:00:00Z,WNC,14,WNC14,SAMO,1.3,2.3,175,N,N,0.9999999999999998,willow
2008-08-18T00:00:00Z,WNC,15,WNC15,NONE,NA,NA,NA,NA,NA,NA,NA
2008-08-19T00:00:00Z,WNC,16,WNC16,SAMO,3.6,4.3,130,N,Y,0.6999999999999997,willow
2008-08-19T00:00:00Z,WNC,16,WNC16,SAMO,4.3,4.9,100,N,Y,0.6000000000000005,willow
2008-08-19T00:00:00Z,WNC,17,WNC17,NONE,NA,NA,NA,NA,NA,NA,NA
2008-08-19T00:00:00Z,WNC,18,WNC18,SAPL,1.9,2.3,85,N,Y,0.3999999999999999,willow
2008-08-19T00:00:00Z,WNC,18,WNC18,SAPL,2.5,2.8,75,N,Y,0.2999999999999998,willow
2008-08-19T00:00:00Z,WNC,18,WNC18,SAPL,3.7,3.8,40,N,Y,0.09999999999999964,willow
2008-08-19T00:00:00Z,WNC,18,WNC18,SAPL,3.9,4,55,N,Y,0.10000000000000009,willow
2008-08-19T00:00:00Z,WNC,18,WNC18,SAPL,4.3,4.5,110,N,Y,0.20000000000000018,willow
2008-08-19T00:00:00Z,WNC,18,WNC18,SAPL,4.5,4.7,100,N,Y,0.20000000000000018,willow
2008-08-19T00:00:00Z,WNC,18,WNC18,SAPL,4.8,5.2,190,N,Y,0.40000000000000036,willow
2008-08-19T00:00:00Z,WNC,19,WNC19,NONE,NA,NA,NA,NA,NA,NA,NA
2008-08-19T00:00:00Z,WNC,20,WNC20,NONE,NA,NA,NA,NA,NA,NA,NA
2008-08-19T00:00:00Z,WNC,21,WNC21,SAMO,0,0.8,365,N,Y,0.8,willow
2008-08-19T00:00:00Z,WNC,21,WNC21,SAMO,3.4,3.5,70,N,Y,0.10000000000000009,willow
2008-08-19T00:00:00Z,WNC,21,WNC21,SAMO,3.6,5,260,N,Y,1.4,willow
2008-08-19T00:00:00Z,WNC,22,WNC22,NONE,NA,NA,NA,NA,NA,NA,NA
2008-08-19T00:00:00Z,WNC,23,WNC23,SAMO,1,1.2,45,N,N,0.19999999999999996,willow
2008-08-19T00:00:00Z,WNC,23,WNC23,SAMO,3.8,3.9,40,N,N,0.10000000000000009,willow
2008-08-19T00:00:00Z,WNC,23,WNC23,SAMO,5.3,5.4,25,N,N,0.10000000000000053,willow
2008-08-20T00:00:00Z,WNC,24,WNC24,SAGE,0.7,2.7,375,N,N,2,willow
2008-08-20T00:00:00Z,WNC,24,WNC24,SAGE,2.2,3.8,350,N,N,1.5999999999999996,willow
2008-08-20T00:00:00Z,WNC,24,WNC24,SAGE,4.1,5.66,285,N,N,1.5600000000000005,willow
2008-08-20T00:00:00Z,WNC,25,WNC25,SAGE,4.4,5.3,320,Y,N,0.8999999999999995,willow
2008-08-20T00:00:00Z,WNC,26,WNC26,SAMO,0,1.6,320,N,Y,1.6,willow
2008-08-20T00:00:00Z,WNC,27,WNC27,DAFR,1.7,2.4,55,N,N,0.7,nonwillow
2008-08-20T00:00:00Z,WNC,27,WNC27,DAFR,2.8,3,55,N,N,0.20000000000000018,nonwillow
2008-08-20T00:00:00Z,WNC,27,WNC27,SAGE,3.2,4.6,390,N,Y,1.3999999999999995,willow
2008-08-20T00:00:00Z,WNC,27,WNC27,SAMO,0.5,1.6,130,N,Y,1.1,willow
2008-08-20T00:00:00Z,WNC,27,WNC27,SAMO,4.7,5.2,40,N,Y,0.5,willow
2008-08-20T00:00:00Z,WNC,27,WNC27,SAMO,5.4,5.6,50,N,Y,0.1999999999999993,willow
2008-08-20T00:00:00Z,WNC,27,WNC27,SAMO,5.6,5.66,50,N,Y,0.0600000000000005,willow
2008-08-20T00:00:00Z,WNC,28,WNC28,DAFR,3,3.4,40,N,N,0.3999999999999999,nonwillow
2008-08-20T00:00:00Z,WNC,28,WNC28,SAMO,1.4,1.8,150,N,Y,0.40000000000000013,willow
2008-08-21T00:00:00Z,WNC,29,WNC29,BEOC,4.5,5.66,380,N,Y,1.1600000000000001,nonwillow
2008-08-21T00:00:00Z,WNC,30,WNC30,SAMO,0,1.6,195,N,Y,1.6,willow
2008-10-09T00:00:00Z,WNC,31,WNC31,NONE,NA,NA,NA,NA,NA,NA,NA
2008-10-29T00:00:00Z,WNC,32,WNC32,SAGE,0.4,1.6,290,Y,N,1.2000000000000002,willow
2008-10-29T00:00:00Z,WNC,32,WNC32,SAMO,3,5.66,345,N,N,2.66,willow
2008-11-04T00:00:00Z,WNC,33,WNC33,SAGE,0,0.85,250,N,Y,0.85,willow
2008-11-04T00:00:00Z,WNC,33,WNC33,SAGE,2.5,4.1,320,N,Y,1.5999999999999996,willow
2008-11-04T00:00:00Z,WNC,33,WNC33,SAMO,4,4.8,125,N,Y,0.7999999999999998,willow
2008-11-10T00:00:00Z,WNC,35,WNC35,SAPL,0.5,1.8,280,N,NA,1.3,willow
